00  9574
01  8827
02  8336
03  7964
04  7143
05  6652
06  6501
07  5922
08  5629
09  5596
10  5867
11  6216
12  7116
13  8593
14  9560
15  10211
16  10731
17  10885
18  10917
19  11020
20  10983
21  10868
23  10214
23  9291
